33,0,2,0,2,2,3,8
1,25,6,9,2,0,3,4
3,4,31,0,1,2,1,8
2,3,0,35,9,1,0,0
1,1,2,17,16,4,5,4
4,2,5,3,1,31,2,2
5,2,1,0,4,11,25,2
2,3,7,2,3,7,3,23
